statsmodels_function,coverage,np_calls_count,partial_ak_coverage_sum,np_calls_array,function_ak_array
/base/tests/test_generic_methods.py_setup_method,0.69,13,9,"['asarray' 'ones' 'exp' 'exp' 'array' 'ones' 'random.rand' 'random.randn'
 'zeros' 'zeros' 'random.randint' 'random.poisson' 'random.seed']","['array_api._creation_functions.asarray'
 'array_api._creation_functions.ones'
 'array_api._elementwise_functions.exp' 'numeric.exp'
 'pdarraycreation.array' 'pdarraycreation.ones' 'pdarraycreation.zeros'
 'array_api._creation_functions.zeros' 'pdarraycreation.randint']"
/base/tests/test_generic_methods.py_test_alpha,1.0,1,1,['array'],['pdarraycreation.array']
/base/tests/test_generic_methods.py_test_categories,1.0,1,1,['eye'],['array_api._creation_functions.eye']
/base/tests/test_generic_methods.py_test_combined,1.0,1,1,['eye'],['array_api._creation_functions.eye']
/base/tests/test_generic_methods.py_test_default,1.0,0,0,[],[]
/base/tests/test_generic_methods.py_test_fitted,1.0,0,0,[],[]
/base/tests/test_generic_methods.py_test_ftest_pvalues,1.0,0,0,[],[]
/base/tests/test_generic_methods.py_test_noformula,1.0,1,1,['eye'],['array_api._creation_functions.eye']
/base/tests/test_generic_methods.py_test_predict_missing,1.0,0,0,[],[]
/base/tests/test_generic_methods.py_test_predict_types,1.0,0,0,[],[]
/base/tests/test_generic_methods.py_test_ttest_tvalues,1.0,1,1,['eye'],['array_api._creation_functions.eye']
/base/tests/test_generic_methods.py_test_zero_collinear,0.8,5,4,['column_stack' 'exp' 'zeros' 'zeros' 'exp'],"['array_api._elementwise_functions.exp'
 'array_api._creation_functions.zeros' 'pdarraycreation.zeros'
 'numeric.exp']"
/base/tests/test_generic_methods.py_test_zero_constrained,1.0,0,0,[],[]
/base/tests/test_optimize.py_dummy_bounds,1.0,0,0,[],[]
/base/tests/test_optimize.py_dummy_bounds_constraint_func,1.0,0,0,[],[]
/base/tests/test_optimize.py_dummy_bounds_tight,1.0,0,0,[],[]
/base/tests/test_optimize.py_dummy_func,1.0,0,0,[],[]
/base/tests/test_optimize.py_dummy_hess,1.0,0,0,[],[]
/base/tests/test_optimize.py_dummy_score,1.0,0,0,[],[]
/base/tests/test_optimize.py_test_full_output,1.0,0,0,[],[]
/base/tests/test_optimize.py_test_full_output_false,1.0,0,0,[],[]
/base/tests/test_optimize.py_test_minimize_scipy_nm,1.0,0,0,[],[]
/base/tests/test_optimize.py_test_minimize_scipy_powell,1.0,0,0,[],[]
/base/tests/test_optimize.py_test_minimize_scipy_slsqp,1.0,0,0,[],[]
/base/tests/test_penalized.py__generate_endog,0.55,11,6,"['ones' 'random.seed' 'ones' 'random.poisson' 'random.binomial'
 'random.rand' 'sqrt' 'column_stack' 'exp' 'exp' 'sqrt']","['array_api._creation_functions.ones' 'pdarraycreation.ones'
 'array_api._elementwise_functions.sqrt' 'numeric.exp'
 'array_api._elementwise_functions.exp' 'pdarrayclass.sqrt']"
/base/tests/test_penalized.py__initialize,1.0,6,6,['arange' 'arange' 'array' 'ones' 'ones' 'eye'],"['pdarraycreation.arange' 'array_api._creation_functions.arange'
 'pdarraycreation.array' 'array_api._creation_functions.ones'
 'pdarraycreation.ones' 'array_api._creation_functions.eye']"
/base/tests/test_penalized.py_setup_class,0.67,6,4,['random.seed' 'arange' 'arange' 'zeros' 'random.rand' 'zeros'],"['array_api._creation_functions.arange' 'pdarraycreation.arange'
 'array_api._creation_functions.zeros' 'pdarraycreation.zeros']"
/base/tests/test_penalized.py_test_cov_type,1.0,1,1,['array'],['pdarraycreation.array']
/base/tests/test_penalized.py_test_deriv,1.0,0,0,[],[]
/base/tests/test_penalized.py_test_numdiff,1.0,0,0,[],[]
/base/tests/test_penalized.py_test_params_table,1.0,0,0,[],[]
/base/tests/test_penalized.py_test_summary,1.0,0,0,[],[]
/base/tests/test_penalized.py_test_summary2,1.0,0,0,[],[]
/base/tests/test_penalized.py_test_zeros,1.0,0,0,[],[]
/base/tests/test_penalties.py_setup_class,0.67,3,2,['linspace' 'column_stack' 'linspace'],['array_api._creation_functions.linspace' 'pdarraycreation.linspace']
/base/tests/test_penalties.py_test_backward_compatibility,1.0,0,0,[],[]
/base/tests/test_penalties.py_test_deprecated_priority,1.0,0,0,[],[]
/base/tests/test_penalties.py_test_derivatives,0.33,3,1,['diag' 'atleast_1d' 'array'],['pdarraycreation.array']
/base/tests/test_penalties.py_test_equivalence,0.8,5,4,['array' 'ones' 'ones' 'eye' 'atleast_1d'],"['pdarraycreation.array' 'array_api._creation_functions.ones'
 'pdarraycreation.ones' 'array_api._creation_functions.eye']"
/base/tests/test_penalties.py_test_symmetry,0.5,2,1,['atleast_1d' 'array'],['pdarraycreation.array']
/base/tests/test_penalties.py_test_values,1.0,0,0,[],[]
/base/tests/test_penalties.py_test_weights_assignment,1.0,0,0,[],[]
/base/tests/test_predict.py_setup_class,0.4,5,2,['random.seed' 'column_stack' 'round' 'random.randn' 'round'],['array_api._elementwise_functions.round' 'numeric.round']
/base/tests/test_predict.py_test_1d,1.0,3,3,['asarray' 'arange' 'arange'],"['array_api._creation_functions.asarray' 'pdarraycreation.arange'
 'array_api._creation_functions.arange']"
/base/tests/test_predict.py_test_2d,1.0,2,2,['arange' 'arange'],['pdarraycreation.arange' 'array_api._creation_functions.arange']
/base/tests/test_predict.py_test_nopatsy,1.0,0,0,[],[]
/base/tests/test_predict.py_test_predict_offset,1.0,2,2,['arange' 'arange'],['pdarraycreation.arange' 'array_api._creation_functions.arange']
/base/tests/test_screening.py__get_gaussian_data,0.67,9,6,"['random.randn' 'sqrt' 'random.rand' 'random.seed' 'sqrt' 'zeros' 'arange'
 'arange' 'zeros']","['pdarrayclass.sqrt' 'array_api._elementwise_functions.sqrt'
 'array_api._creation_functions.zeros'
 'array_api._creation_functions.arange' 'pdarraycreation.arange'
 'pdarraycreation.zeros']"
/base/tests/test_screening.py__get_logit_data,0.8,10,8,"['zeros' 'random.seed' 'sqrt' 'random.rand' 'sqrt' 'exp' 'arange' 'zeros'
 'arange' 'exp']","['array_api._creation_functions.zeros'
 'array_api._elementwise_functions.sqrt' 'pdarrayclass.sqrt' 'numeric.exp'
 'pdarraycreation.arange' 'pdarraycreation.zeros'
 'array_api._creation_functions.arange'
 'array_api._elementwise_functions.exp']"
/base/tests/test_screening.py__get_poisson_data,0.73,11,8,"['sqrt' 'random.rand' 'sqrt' 'random.poisson' 'zeros' 'exp' 'arange'
 'arange' 'random.seed' 'zeros' 'exp']","['array_api._elementwise_functions.sqrt' 'pdarrayclass.sqrt'
 'pdarraycreation.zeros' 'numeric.exp'
 'array_api._creation_functions.arange' 'pdarraycreation.arange'
 'array_api._creation_functions.zeros'
 'array_api._elementwise_functions.exp']"
/base/tests/test_screening.py_exog_iterator,0.0,1,0,['random.rand'],[]
/base/tests/test_screening.py_test_glmgaussian_screening,1.0,2,2,['sort' 'sort'],['sorting.sort' 'array_api._sorting_functions.sort']
/base/tests/test_screening.py_test_glmlogit_screening,1.0,2,2,['ones' 'ones'],['array_api._creation_functions.ones' 'pdarraycreation.ones']
/base/tests/test_screening.py_test_glmpoisson_screening,1.0,4,4,['ones' 'sort' 'ones' 'sort'],"['array_api._creation_functions.ones' 'array_api._sorting_functions.sort'
 'pdarraycreation.ones' 'sorting.sort']"
/base/tests/test_screening.py_test_logit_screening,0.83,6,5,['sort' 'ones' 'ones' 'sort' 'array' 'abs'],"['array_api._sorting_functions.sort' 'pdarraycreation.ones'
 'array_api._creation_functions.ones' 'sorting.sort'
 'pdarraycreation.array']"
/base/tests/test_screening.py_test_poisson_screening,0.8,5,4,['ones' 'ones' 'sort' 'sort' 'random.seed'],"['array_api._creation_functions.ones' 'pdarraycreation.ones'
 'array_api._sorting_functions.sort' 'sorting.sort']"
/base/tests/test_screening.py_test_screen_iterated,0.67,12,8,"['column_stack' 'exp' 'ones' 'arange' 'random.poisson' 'ones' 'sqrt'
 'random.rand' 'arange' 'exp' 'random.seed' 'sqrt']","['numeric.exp' 'pdarraycreation.ones'
 'array_api._creation_functions.arange'
 'array_api._creation_functions.ones'
 'array_api._elementwise_functions.sqrt' 'pdarraycreation.arange'
 'array_api._elementwise_functions.exp' 'pdarrayclass.sqrt']"
/base/tests/test_shrink_pickle.py_check_pickle,1.0,0,0,[],[]
/base/tests/test_shrink_pickle.py_setup_class,0.5,4,2,['random.randn' 'ones' 'ones' 'random.seed'],['pdarraycreation.ones' 'array_api._creation_functions.ones']
/base/tests/test_shrink_pickle.py_setup_method,0.64,11,7,"['exp' 'log' 'log' 'ones' 'ones' 'random.seed' 'exp' 'random.randn'
 'random.poisson' 'random.rand' 'array']","['array_api._elementwise_functions.exp' 'numeric.log'
 'array_api._elementwise_functions.log' 'pdarraycreation.ones'
 'array_api._creation_functions.ones' 'numeric.exp'
 'pdarraycreation.array']"
/base/tests/test_shrink_pickle.py_test_cached_data_removed,1.0,0,0,[],[]
/base/tests/test_shrink_pickle.py_test_cached_values_evaluated,1.0,0,0,[],[]
/base/tests/test_shrink_pickle.py_test_pickle_wrapper,1.0,0,0,[],[]
/base/tests/test_shrink_pickle.py_test_remove_data_docstring,1.0,0,0,[],[]
/base/tests/test_shrink_pickle.py_test_remove_data_pickle,0.0,1,0,['testing.assert_equal'],[]
/base/tests/test_transform.py_setup_class,1.0,0,0,[],[]
/base/tests/test_transform.py_test_nonpositive,1.0,0,0,[],[]
/base/transform.py__loglik_boxcox,1.0,4,4,['sum' 'log' 'log' 'sum'],"['pdarrayclass.sum' 'numeric.log' 'array_api._elementwise_functions.log'
 'array_api._statistical_functions.sum']"
/base/transform.py_optim,1.0,10,10,['var' 'std' 'power' 'var' 'std' 'log' 'divide' 'log' 'mean' 'mean'],"['array_api._statistical_functions.var' 'pdarrayclass.std'
 'pdarrayclass.power' 'pdarrayclass.var'
 'array_api._statistical_functions.std'
 'array_api._elementwise_functions.log'
 'array_api._elementwise_functions.divide' 'numeric.log'
 'array_api._statistical_functions.mean' 'pdarrayclass.mean']"
/base/wrapper.py___dir__,1.0,0,0,[],[]
/base/wrapper.py___getattribute__,1.0,0,0,[],[]
/base/wrapper.py___getstate__,1.0,0,0,[],[]
/base/wrapper.py___init__,1.0,0,0,[],[]
/base/wrapper.py___setstate__,1.0,0,0,[],[]
/base/wrapper.py_load,1.0,0,0,[],[]
/base/wrapper.py_make_wrapper,1.0,0,0,[],[]
/base/wrapper.py_populate_wrapper,1.0,0,0,[],[]
/base/wrapper.py_save,1.0,0,0,[],[]
/base/wrapper.py_union_dicts,1.0,0,0,[],[]
/base/wrapper.py_wrapper,1.0,0,0,[],[]
/compat/_scipy_multivariate_t.py___call__,0.0,1,0,['inf'],[]
/compat/_scipy_multivariate_t.py___init__,0.8,15,12,"['random.RandomState' 'zeros' 'zeros' 'multiply' 'min'
 'linalg.LinAlgError' 'random.Generator' 'log' 'log' 'eye' 'min' 'sqrt'
 'sum' 'sum' 'sqrt']","['array_api._creation_functions.zeros' 'pdarraycreation.zeros'
 'array_api._elementwise_functions.multiply' 'pdarrayclass.min'
 'array_api._elementwise_functions.log' 'numeric.log'
 'array_api._creation_functions.eye'
 'array_api._statistical_functions.min' 'pdarrayclass.sqrt'
 'array_api._statistical_functions.sum' 'pdarrayclass.sum'
 'array_api._elementwise_functions.sqrt']"
/compat/_scipy_multivariate_t.py__cdf,0.67,3,2,['full' 'full' 'inf'],['pdarraycreation.full' 'array_api._creation_functions.full']
/compat/_scipy_multivariate_t.py__eigvalsh_to_eps,0.67,3,2,['max' 'max' 'finfo'],['pdarrayclass.max' 'array_api._statistical_functions.max']
/compat/_scipy_multivariate_t.py__get_random_state,1.0,0,0,[],[]
/compat/_scipy_multivariate_t.py__logpdf,0.67,9,6,['square' 'sum' 'square' 'dot' 'inf' 'log' 'pi' 'log' 'sum'],"['numeric.square' 'pdarrayclass.sum'
 'array_api._elementwise_functions.square' 'numeric.log'
 'array_api._elementwise_functions.log'
 'array_api._statistical_functions.sum']"
/compat/_scipy_multivariate_t.py__pinv_1d,1.0,1,1,['array'],['pdarraycreation.array']
/compat/_scipy_multivariate_t.py__process_parameters,0.67,9,6,['isscalar' 'eye' 'isnan' 'zeros' 'zeros' 'diag' 'asarray' 'isnan' 'inf'],"['array_api._creation_functions.eye'
 'array_api._elementwise_functions.isnan'
 'array_api._creation_functions.zeros' 'pdarraycreation.zeros'
 'array_api._creation_functions.asarray' 'numeric.isnan']"
/compat/_scipy_multivariate_t.py__process_quantiles,0.5,2,1,['newaxis' 'asarray'],['array_api._creation_functions.asarray']
/compat/_scipy_multivariate_t.py__squeeze_output,1.0,0,0,[],[]
/compat/_scipy_multivariate_t.py_cdf,1.0,0,0,[],[]
/compat/_scipy_multivariate_t.py_entropy,0.0,3,0,['e' 'linalg.slogdet' 'pi'],[]
/compat/_scipy_multivariate_t.py_logcdf,1.0,2,2,['log' 'log'],['array_api._elementwise_functions.log' 'numeric.log']
/compat/_scipy_multivariate_t.py_logpdf,1.0,0,0,[],[]
/compat/_scipy_multivariate_t.py_pdf,1.0,2,2,['exp' 'exp'],['array_api._elementwise_functions.exp' 'numeric.exp']
/compat/_scipy_multivariate_t.py_pinv,0.0,1,0,['dot'],[]
/compat/_scipy_multivariate_t.py_random_state,0.0,3,0,['random.Generator' 'random' 'random.'],[]
/compat/_scipy_multivariate_t.py_rvs,1.0,8,8,['isinf' 'zeros' 'zeros' 'sqrt' 'isinf' 'sqrt' 'ones' 'ones'],"['numeric.isinf' 'array_api._creation_functions.zeros'
 'pdarraycreation.zeros' 'pdarrayclass.sqrt'
 'array_api._elementwise_functions.isinf'
 'array_api._elementwise_functions.sqrt'
 'array_api._creation_functions.ones' 'pdarraycreation.ones']"
/compat/numpy.py_lstsq,0.0,1,0,['linalg.lstsq'],[]
/compat/pandas.py_call_cached_func,1.0,0,0,[],[]
/compat/pandas.py_get_cached_doc,1.0,0,0,[],[]
/compat/pandas.py_get_cached_func,1.0,0,0,[],[]
/compat/pandas.py_is_float_index,0.33,3,1,['issubdtype' 'floating' 'dtype'],['dtypes.dtype']
/compat/pandas.py_is_int_index,0.33,3,1,['dtype' 'integer' 'issubdtype'],['dtypes.dtype']
/compat/pandas.py_make_dataframe,0.0,1,0,['random.randn'],[]
/compat/pandas.py_rands_array,0.6,5,3,['prod' 'prod' 'random.choice' 'str_' 'array'],"['array_api._statistical_functions.prod' 'pdarrayclass.prod'
 'pdarraycreation.array']"
/compat/pandas.py_to_numpy,0.0,1,0,['ndarray'],[]
/compat/patsy.py__safe_is_pandas_categorical_dtype,1.0,0,0,[],[]
/compat/patsy.py_monkey_patch_cat_dtype,1.0,0,0,[],[]
/compat/pytest.py___enter__,1.0,0,0,[],[]
/compat/pytest.py___exit__,1.0,0,0,[],[]
/compat/pytest.py___init__,1.0,0,0,[],[]
/compat/pytest.py_pytest_warns,1.0,0,0,[],[]
/compat/python.py___new__,1.0,0,0,[],[]
/compat/python.py_asbytes,1.0,0,0,[],[]
/compat/python.py_asstr,1.0,0,0,[],[]
/compat/python.py_lfilter,1.0,0,0,[],[]
/compat/python.py_lmap,1.0,0,0,[],[]
/compat/python.py_lrange,1.0,0,0,[],[]
/compat/python.py_lzip,1.0,0,0,[],[]
/compat/python.py_metaclass,1.0,0,0,[],[]
/compat/python.py_with_metaclass,1.0,0,0,[],[]
/compat/scipy.py__next_regular,1.0,0,0,[],[]
/compat/scipy.py__valarray,0.75,4,3,['ones' 'ones' 'asarray' 'ndarray'],"['pdarraycreation.ones' 'array_api._creation_functions.ones'
 'array_api._creation_functions.asarray']"
/compat/tests/test_itercompat.py_test_combinations,1.0,0,0,[],[]
/compat/tests/test_itercompat.py_test_zip_longest,1.0,0,0,[],[]
/compat/tests/test_pandas.py_test_is_float_index,1.0,2,2,['arange' 'arange'],['array_api._creation_functions.arange' 'pdarraycreation.arange']
/compat/tests/test_pandas.py_test_is_int_index,1.0,2,2,['arange' 'arange'],['pdarraycreation.arange' 'array_api._creation_functions.arange']
/compat/tests/test_pandas.py_test_legacy_float_index,1.0,2,2,['arange' 'arange'],['pdarraycreation.arange' 'array_api._creation_functions.arange']
/compat/tests/test_pandas.py_test_legacy_int_index,1.0,2,2,['arange' 'arange'],['pdarraycreation.arange' 'array_api._creation_functions.arange']
/compat/tests/test_scipy_compat.py_test_next_regular,1.0,0,0,[],[]
/conftest.py_close,1.0,0,0,[],[]
/conftest.py_close_figures,1.0,0,0,[],[]
/conftest.py_pytest_addoption,1.0,0,0,[],[]
/conftest.py_pytest_configure,1.0,0,0,[],[]
/conftest.py_pytest_runtest_setup,1.0,0,0,[],[]
/conftest.py_reset_randomstate,0.0,3,0,['random.set_state' 'random.seed' 'random.get_state'],[]
/datasets/anes96/data.py__get_data,1.0,0,0,[],[]
/datasets/anes96/data.py_load,1.0,0,0,[],[]
/datasets/anes96/data.py_load_pandas,1.0,0,0,[],[]
/datasets/cancer/data.py__get_data,1.0,0,0,[],[]
/datasets/cancer/data.py_load,1.0,0,0,[],[]
/datasets/cancer/data.py_load_pandas,1.0,0,0,[],[]
/datasets/ccard/data.py__get_data,1.0,0,0,[],[]
/datasets/ccard/data.py_load,1.0,0,0,[],[]
/datasets/ccard/data.py_load_pandas,1.0,0,0,[],[]
/datasets/china_smoking/data.py_load,1.0,0,0,[],[]
/datasets/china_smoking/data.py_load_pandas,1.0,0,0,[],[]
/datasets/co2/data.py__get_data,1.0,0,0,[],[]
/datasets/co2/data.py_load,1.0,0,0,[],[]
/datasets/co2/data.py_load_pandas,1.0,0,0,[],[]
/datasets/committee/data.py__get_data,1.0,0,0,[],[]
/datasets/committee/data.py_load,1.0,0,0,[],[]
/datasets/committee/data.py_load_pandas,1.0,0,0,[],[]
/datasets/copper/data.py__get_data,1.0,0,0,[],[]
/datasets/copper/data.py_load,1.0,0,0,[],[]
/datasets/copper/data.py_load_pandas,1.0,0,0,[],[]
/datasets/cpunish/data.py__get_data,1.0,0,0,[],[]
/datasets/cpunish/data.py_load,1.0,0,0,[],[]
/datasets/cpunish/data.py_load_pandas,1.0,0,0,[],[]
/datasets/danish_data/data.py___str__,1.0,0,0,[],[]
/datasets/danish_data/data.py__get_data,1.0,0,0,[],[]
/datasets/danish_data/data.py_load,1.0,0,0,[],[]
/datasets/danish_data/data.py_load_pandas,1.0,0,0,[],[]
/datasets/elec_equip/data.py___str__,1.0,0,0,[],[]
/datasets/elec_equip/data.py__get_data,1.0,0,0,[],[]
/datasets/elec_equip/data.py_load,1.0,0,0,[],[]
/datasets/elec_equip/data.py_load_pandas,1.0,0,0,[],[]
/datasets/elnino/data.py__get_data,1.0,0,0,[],[]
/datasets/elnino/data.py_load,1.0,0,0,[],[]
/datasets/elnino/data.py_load_pandas,1.0,0,0,[],[]
/datasets/engel/data.py__get_data,1.0,0,0,[],[]
/datasets/engel/data.py_load,1.0,0,0,[],[]
/datasets/engel/data.py_load_pandas,1.0,0,0,[],[]
/datasets/fair/data.py__get_data,1.0,0,0,[],[]
/datasets/fair/data.py_load,1.0,0,0,[],[]
/datasets/fair/data.py_load_pandas,1.0,0,0,[],[]
/datasets/fertility/data.py__get_data,1.0,0,0,[],[]
/datasets/fertility/data.py_load,1.0,0,0,[],[]
/datasets/fertility/data.py_load_pandas,1.0,0,0,[],[]
/datasets/grunfeld/data.py__get_data,1.0,0,0,[],[]
/datasets/grunfeld/data.py_load,1.0,0,0,[],[]
/datasets/grunfeld/data.py_load_pandas,1.0,0,0,[],[]
/datasets/heart/data.py__get_data,1.0,0,0,[],[]
/datasets/heart/data.py_load,1.0,0,0,[],[]
/datasets/heart/data.py_load_pandas,1.0,0,0,[],[]
/datasets/interest_inflation/data.py___str__,1.0,0,0,[],[]
/datasets/interest_inflation/data.py__get_data,1.0,0,0,[],[]
/datasets/interest_inflation/data.py_load,1.0,0,0,[],[]
/datasets/interest_inflation/data.py_load_pandas,1.0,0,0,[],[]
/datasets/longley/data.py__get_data,1.0,0,0,[],[]
/datasets/longley/data.py_load,1.0,0,0,[],[]
/datasets/longley/data.py_load_pandas,1.0,0,0,[],[]
/datasets/macrodata/data.py___str__,1.0,0,0,[],[]
/datasets/macrodata/data.py__get_data,1.0,0,0,[],[]
/datasets/macrodata/data.py_load,1.0,0,0,[],[]
/datasets/macrodata/data.py_load_pandas,1.0,0,0,[],[]
/datasets/modechoice/data.py__get_data,1.0,0,0,[],[]
/datasets/modechoice/data.py_load,1.0,0,0,[],[]
/datasets/modechoice/data.py_load_pandas,1.0,0,0,[],[]
/datasets/nile/data.py__get_data,1.0,0,0,[],[]
/datasets/nile/data.py_load,1.0,0,0,[],[]
/datasets/nile/data.py_load_pandas,1.0,0,0,[],[]
/datasets/randhie/data.py__get_data,1.0,0,0,[],[]
/datasets/randhie/data.py_load,1.0,0,0,[],[]
/datasets/randhie/data.py_load_pandas,1.0,0,0,[],[]
/datasets/scotland/data.py__get_data,1.0,0,0,[],[]
/datasets/scotland/data.py_load,1.0,0,0,[],[]
/datasets/scotland/data.py_load_pandas,1.0,0,0,[],[]
/datasets/spector/data.py__get_data,1.0,0,0,[],[]
/datasets/spector/data.py_load,1.0,0,0,[],[]
/datasets/spector/data.py_load_pandas,1.0,0,0,[],[]
/datasets/stackloss/data.py__get_data,1.0,0,0,[],[]
/datasets/stackloss/data.py_load,1.0,0,0,[],[]
/datasets/stackloss/data.py_load_pandas,1.0,0,0,[],[]
/datasets/star98/data.py__get_data,1.0,0,0,[],[]
/datasets/star98/data.py_load,1.0,0,0,[],[]
/datasets/star98/data.py_load_pandas,1.0,0,0,[],[]
/datasets/statecrime/data.py__get_data,1.0,0,0,[],[]
/datasets/statecrime/data.py_load,1.0,0,0,[],[]
