,index,scipy_function,num_np_calls,np_calls,np_calls_w_args
775,7456,/special/tests/test_basic.py__check_variant_func,8,"['random.seed', 'random.pareto', 'random.randint', 'random.pareto', 'random.randint', 'errstate', 'isfinite', 'isfinite']","['random.seed(1234)', 'random.pareto(0.02, n) * (2*np.random.randint(0, 2, n) - 1)', 'random.pareto(0.02, n) * (2*np.random.randint(0, 2, n) - 1)', ""errstate(all='ignore')"", 'isfinite(w)', 'isfinite(w_real)']"
776,7944,/special/tests/test_kolmogorov.py_test_basic,8,"['arange', 'column_stack', 'full_like', 'full_like', 'arange', 'column_stack', 'full_like', 'full_like']","['arange(1, 10)', 'full_like(n1_10, 0)', 'full_like(n1_10, -1)])', 'arange(2, 10)', 'full_like(n2_10, 1.0)', 'full_like(n2_10, 0)])']"
777,12774,/sparse/tests/test_base.py_test_dtype_preservation,8,"['int16', 'int16', 'int32', 'int32', 'float32', 'float32', 'float64', 'float64']",[]
778,13254,/signal/_filter_design.py_bilinear_zpk,8,"['pi', 'array', 'pi', 'log10', 'abs', 'pi', 'log10', 'abs']","['array([7, 13])', 'log10(np.abs(hz).clip(1e-15))', 'log10(np.abs(hs).clip(1e-15))']"
779,189,/fftpack/tests/test_real_transforms.py_naive_dct1,8,"['array', 'zeros', 'sqrt', 'sqrt', 'cos', 'pi', 'sqrt', 'sqrt']","['array(x, copy=True)', 'zeros(N)', 'sqrt(1.0/M)', 'sqrt(2.0/M)', 'cos(np.pi*n*k/M)', 'sqrt(2)', 'sqrt(2)']"
780,20083,/stats/tests/test_sampling.py_dpdf,8,"['cos', 'pi', 'pi', 'pi', 'cos', 'pi', 'pi', 'pi']","['cos((2. * np.pi) * x)', 'cos((2. * np.pi) * x)']"
781,20332,/stats/tests/test_kdeoth.py_test_kde_2d,8,"['random.seed', 'array', 'array', 'random.multivariate_normal', 'mgrid', 'vstack', 'dstack', 'sum']","['random.seed(8765678)', 'array([1.0, 3.0])', 'array([[1.0, 2.0], [2.0, 6.0]])', 'random.multivariate_normal(mean, covariance, size=n_basesample)', 'vstack([x.ravel(), y.ravel()])', 'dstack([x, y])', 'sum((kdepdf - normpdf)**2) * (intervall**2) < 0.01)']"
782,6444,/special/_lambertw.py_lambertw,8,"['exp', 'exp', 'exp', 'exp', 'log', 'log', 'asarray', 'dtype']","['exp(w)', 'exp(w)', 'exp(a*c))', 'exp(c*x)', 'log(0.5)) / np.log(0.5)', 'asarray(k, dtype=np.dtype(""long""))']"
783,14388,/signal/tests/test_peak_finding.py_test_single_biggap,8,"['zeros', 'full', 'diff', 'testing.assert_array_less', 'abs', 'diff', 'testing.assert_array_less', 'abs']","['zeros([20, 50])', 'full(20, max_dist)', 'diff(iline[1])', 'testing.assert_array_less(np.abs(adists), max_dist)', 'diff(iline[0])', 'testing.assert_array_less(np.abs(agaps), max(gaps) + 0.1)']"
784,13249,/signal/_filter_design.py_bilinear,8,"['pi', 'array', 'pi', 'log10', 'abs', 'pi', 'log10', 'abs']","['array([7, 13])', 'log10(np.abs(hz).clip(1e-15))', 'log10(np.abs(hs).clip(1e-15))']"
785,309,/optimize/_differentialevolution.py__calculate_population_feasibilities,8,"['size', 'size', 'size', 'ones', 'zeros', 'array', 'array', 'sum']","['size(population, 0), N)', 'size(population, 0), M)', 'size(population, 0)', 'ones(num_members, bool), np.zeros((num_members, 1))', 'array([self._constraint_violation_fn(x)', 'sum(constraint_violation, axis=1) > 0)']"
786,13586,/signal/tests/test_upfirdn.py_test_extensions,8,"['array', 'asarray', 'asarray', 'asarray', 'arange', 'arange', 'concatenate', 'pad']","['array([1, 2, 3, 1], dtype=float)', 'arange(-npre, 0, 1)', 'arange(1, npost + 1)', 'concatenate((left, x, right))', 'pad(x, (npre, npost), mode=mode)']"
787,10091,/spatial/tests/test_qhull.py_test_vertices_2d,8,"['random.seed', 'random.rand', 'unique', 'sort', 'arctan2', 'all', 'diff', 'unwrap']","['random.seed(1234)', 'random.rand(30, 2)', 'unique(hull.simplices), np.sort(hull.vertices))', 'arctan2(y - y.mean(), x - x.mean())', 'all(np.diff(np.unwrap(angle)) > 0))']"
788,14491,/signal/tests/test_spectral.py_test_empty_input,8,"['zeros', 'zeros', 'empty', 'empty', 'ones', 'empty', 'empty', 'ones']","['zeros(10))', 'zeros(10),[])', 'empty(shape), np.empty(shape))', 'ones(10), np.empty((5,0)))', 'empty((5,0)), np.ones(10))']"
789,7988,/special/tests/test_mpmath.py_test_loggamma_taylor,8,"['logspace', 'log10', 'linspace', 'pi', 'meshgrid', 'exp', 'r_', 'array']","['logspace(-16, np.log10(LOGGAMMA_TAYLOR_RADIUS), 10)', 'linspace(0, 2*np.pi, 20)', 'meshgrid(r, theta)', 'exp(1j*theta)', 'array(dataset)']"
790,2706,/optimize/tests/test_linprog.py_test_mip2,8,"['array', 'array', 'array', 'array', 'inf', 'ones_like', 'testing.assert_allclose', 'testing.assert_allclose']","['array([[2, -2], [-8, 10]])', 'array([-1, 13])', 'array([1, 1])', 'array([(0, np.inf)] * len(c))', 'ones_like(c)', 'testing.assert_allclose(res.x, [1, 2])', 'testing.assert_allclose(res.fun, -3)']"
791,5524,/interpolate/tests/test_rgi.py_test_out_of_bounds_fill,8,"['nan', 'asarray', 'asarray', 'nan', 'nan', 'nan', 'asarray', 'asarray']","['asarray([np.nan, np.nan, np.nan])', 'asarray([1001.1, 846.2, 555.5])']"
792,17493,/stats/_stats_py.py_kruskal,8,"['asarray', 'asarray', 'nan', 'nan', 'concatenate', 'insert', 'cumsum', 'sum']","['asarray(list(map(len, samples)))', 'concatenate(samples)', 'insert(np.cumsum(n), 0, 0)', 'sum(n, dtype=float)']"
793,14387,/signal/tests/test_peak_finding.py_test_single_bigdist,8,"['zeros', 'full', 'diff', 'testing.assert_array_less', 'abs', 'diff', 'testing.assert_array_less', 'abs']","['zeros([20, 50])', 'full(20, max_dist)', 'diff(iline[1])', 'testing.assert_array_less(np.abs(adists), max_dist)', 'diff(iline[0])', 'testing.assert_array_less(np.abs(agaps), max(gaps) + 0.1)']"
794,8654,/linalg/tests/test_lapack.py_test_larfg_larf,8,"['random.seed', 'random.random', 'random.random', 'random.random', 'zeros_like', 'zeros_like', 'zeros', 'zeros']","['random.seed(1234)', 'random.random((4, 4))', 'random.random((4, 4)) + 1j*np.random.random((4, 4))', 'zeros_like(a[:, 0])', 'zeros_like(a[1:, 0])', 'zeros(a.shape[1]))', ""zeros(a.shape[0]), side='R')""]"
795,300,/optimize/_differentialevolution.py_init_population_array,8,"['ndarray', 'asarray', 'float64', 'size', 'clip', 'size', 'full', 'inf']","['asarray(init, dtype=np.float64)', 'size(popn, 0)', 'clip(self._unscale_parameters(popn), 0, 1)', 'size(self.population, 0)']"
796,5713,/interpolate/tests/test_interpolate.py_test_simple_3d,8,"['random.seed', 'random.rand', 'linspace', 'linspace', 'linspace', 'random.rand', 'random.rand', 'random.rand']","['random.seed(1234)', 'random.rand(4, 5, 6, 7, 8, 9)', 'linspace(0, 1, 7+1)', 'linspace(0, 1, 8+1)', 'linspace(0, 1, 9+1)', 'random.rand(40)', 'random.rand(40)', 'random.rand(40)']"
797,6129,/_lib/_util.py_check_random_state,8,"['random.RandomState', 'random', 'random', 'random.mtrand._rand', 'integer', 'random.RandomState', 'random.RandomState', 'random.Generator']",['random.RandomState(seed)']
798,6130,/_lib/_util.py__asarray_validated,8,"['inexact', 'ma.isMaskedArray', 'asarray_chkfinite', 'asarray', 'dtype', 'issubdtype', 'inexact', 'float64']","['ma.isMaskedArray(a)', ""dtype('O')"", 'issubdtype(a.dtype, np.inexact)']"
799,9735,/spatial/tests/test_distance.py_test_cdist_mahalanobis,8,"['array', 'array', 'sqrt', 'sqrt', 'sqrt', 'array', 'array', 'sqrt']","['array([[2], [3]])', 'array([[2], [5]])', 'sqrt(4.5)], [np.sqrt(0.5), np.sqrt(2)]])', 'array([[0, 0], [-1, 0]])', 'array([[0, 2], [1, 0], [0, -2]])', 'sqrt(2)']"
800,19302,/stats/tests/test_mstats_basic.py_test_zero_division,8,"['abs', 'inf', 'array', 'nan', 'nan', 'array', 'nan', 'nan']","['abs(t), p), (np.inf, 0))', 'array([np.nan, np.nan]))', 'array([np.nan, np.nan]))']"
801,17486,/stats/_stats_py.py__attempt_exact_2kssamp,8,"['round', 'nan', 'errstate', 'arange', 'prod', 'errstate', 'isinf', 'nan']","['round(d * lcm))', 'errstate(invalid=""raise"", over=""raise"")', 'arange(h)', 'prod((n1 - jrange) / (n1 + jrange + 1.0))', ""errstate(over='raise')"", 'isinf(bin)']"
802,19298,/stats/tests/test_mstats_basic.py_test_fully_masked,8,"['random.seed', 'random.randn', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan']","['random.seed(1234567)', 'random.randn(3, 2)']"
803,17186,/stats/_bws_test.py__bws_statistic,8,"['sort', 'sort', 'arange', 'arange', 'abs', 'abs', 'sum', 'sum']","['sort(x, axis=axis), np.sort(y, axis=axis)', 'arange(1, n+1), np.arange(1, m+1)', 'abs(Bx_num)', 'abs(By_num)', 'sum(Bx_num/Bx_den, axis=axis)', 'sum(By_num/By_den, axis=axis)']"
804,2726,/optimize/tests/test_lsq_common.py_test_linear_operators,8,"['arange', 'array', 'diag', 'array', 'diag', 'array', 'arange', 'array']","['arange(6).reshape((3, 2))', 'array([-1, 2, 5])', 'diag(d_left).dot(A)', 'array([5, 10])', 'diag(d_right))', 'array([-2, 3])', 'arange(2, 8).reshape((2, 3))', 'array([0, -2, 15])']"
805,7886,/special/tests/test_orthogonal_eval.py_check_poly,8,"['random.seed', 'arange', 'random.rand', 'asarray', 'random.rand', 'c_', 'tile', 'concatenate']","['random.seed(1234)', 'arange(nn)', 'random.rand(nparam)', 'asarray(params)', 'random.rand(nx)', 'tile(p, (nx,1)), x, func(*(p + (x,)), **kw)', 'concatenate(dataset, axis=0)']"
806,17429,/stats/_stats_py.py_sigmaclip,8,"['concatenate', 'linspace', 'linspace', 'concatenate', 'linspace', 'linspace', 'linspace', 'asarray']","['concatenate((np.linspace(9.5, 10.5, 31)', 'linspace(0, 20, 5)))', 'concatenate((np.linspace(9.5, 10.5, 11)', 'linspace(-100, -50, 3)))', 'linspace(9.5, 10.5, 11)).all()', 'asarray(a).ravel()']"
807,18264,/stats/tests/test_distributions.py_test_asymmetric_laplace_log_10_16,8,"['array', 'log', 'log', 'array', 'array', 'array', 'concatenate', 'concatenate']","['array([-np.log(16), np.log(10)])', 'array([1/10, 1/250])', 'array([1/5, 1 - 1/500])', 'array([4/5, 1/500])', 'concatenate((pdf1, cdf1, sf1, ppf1, isf1))', 'concatenate((pdf2, cdf2, sf2, ppf2, isf2)))']"
808,17348,/stats/_qmc.py_geometric_discrepancy,8,"['random.default_rng', 'where', 'asarray', 'min', 'argwhere', 'any', 'min', 'mean']","['random.default_rng(191468432622931918890291693003068437394)', 'where(mst.toarray() > 0)', 'asarray(edges)', 'min(dist)', 'argwhere(squareform(dist) == min_dist)', 'any(distances == 0.0)', 'min(distances[distances.nonzero()])', 'mean(distances)']"
809,14222,/signal/tests/test_dltisys.py_test_dlsim_trivial,8,"['array', 'array', 'array', 'array', 'zeros', 'arange', 'zeros', 'zeros']","['array([[0.0]])', 'array([[0.0]])', 'array([[0.0]])', 'array([[0.0]])', 'zeros(n).reshape(-1, 1)', 'arange(float(n)))', 'zeros((n, 1)))', 'zeros((n, 1)))']"
810,990,/optimize/_zeros_py.py__compute_divided_differences,8,"['asarray', 'array', 'zeros', 'diff', 'asarray', 'array', 'array', 'diff']","['asarray(xvals)', 'array(xvals)', 'zeros([M, N])', 'diff(DD[i - 1:, i - 1])', 'asarray(xvals)', 'array(fvals)', 'array(fvals)', 'diff(row)']"
811,8266,/linalg/_basic.py__validate_args_for_toeplitz_ops,8,"['complex128', 'float', 'iscomplexobj', 'iscomplexobj', 'iscomplexobj', 'complex128', 'float64', 'asarray']","['iscomplexobj(r) or np.iscomplexobj(c) or np.iscomplexobj(b)', 'asarray(i, dtype=dtype) for i in (r, c, b))']"
812,16795,/stats/_continuous_distns.py__ppf,8,"['arctan', 'tan', 'pi', 'pi', 'arctan', 'tan', 'pi', 'where']","['arctan(val*np.tan(np.pi*q))', 'arctan(val*np.tan(np.pi*(1-q)))', 'where(q < 1.0/2, rcq, rcmq)']"
813,16238,/stats/_continuous_distns.py__stats,8,"['sqrt', 'pi', 'pi', 'sqrt', 'pi', 'pi', 'pi', 'pi']","['sqrt(2.0/np.pi)', 'sqrt(2)*(4-np.pi)/(np.pi-2)']"
814,8361,/linalg/_special_matrices.py_helmert,8,"['tril', 'ones', 'diag', 'arange', 'arange', 'arange', 'sqrt', 'newaxis']","['tril(np.ones((n, n)), -1) - np.diag(np.arange(n))', 'arange(n) * np.arange(1, n+1)', 'sqrt(d)']"
815,17710,/stats/_multivariate.py__process_parameters_psd,8,"['asarray', 'asarray', 'isscalar', 'zeros', 'asarray', 'asarray', 'eye', 'diag']","['asarray(cov, dtype=float)', 'asarray(mean, dtype=float)', 'isscalar(dim)', 'zeros(dim)', 'asarray(mean, dtype=float)', 'asarray(cov, dtype=float)', 'eye(dim)', 'diag(cov)']"
816,9314,/linalg/tests/test_decomp.py_test_subspace_angles,8,"['pi', 'pi', 'zeros', 'array', 'array', 'array', 'array', 'pi']","['zeros(x.shape[1])', 'array([np.pi/2, 0, 0])']"
817,421,/optimize/_milp.py_milp,8,"['inf', 'array', 'array', 'array', 'full_like', 'inf', 'ones_like', 'array']","['array([0, 1])', 'array([[-1, 1], [3, 2], [2, 3]])', 'array([1, 12, 12])', 'full_like(b_u, -np.inf)', 'ones_like(c)', 'array(x)']"
818,9613,/spatial/transform/tests/test_rotation.py_test_magnitude,8,"['eye', 'pi', 'pi', 'pi', 'eye', 'pi', 'pi', 'pi']","['eye(4))', 'eye(4))']"
819,14151,/signal/tests/test_windows.py_test_correctness,8,"['log10', 'abs', 'amax', 'argmax', 'diff', 'amax', 'argmax', 'argmax']","['log10(np.abs(f / np.amax(f)))', 'argmax(np.diff(spec) > 0)', 'amax(spec[first_zero:-first_zero])', 'argmax(spec <= -3.0102999566398121)', 'argmax(spec <= -18.061799739838872)']"
820,14071,/signal/tests/test_filter_design.py_test_bandpass,8,"['angle', 'angle', 'angle', 'angle', 'imag', 'imag', 'imag', 'imag']",[]
821,7005,/special/tests/test_cdflib.py_test_stdtr_stdtrit_neg_inf,8,"['all', 'isnan', 'inf', 'inf', 'inf', 'all', 'isnan', 'inf']","['all(np.isnan(sp.stdtr(-np.inf, [-np.inf, -1.0, 0.0, 1.0, np.inf])))', 'all(np.isnan(sp.stdtrit(-np.inf, [0.0, 0.25, 0.5, 0.75, 1.0])))']"
822,13484,/signal/_spectral.py__lombscargle,8,"['empty_like', 'empty_like', 'empty_like', 'cos', 'sin', 'arctan2', 'cos', 'sin']","['empty_like(freqs)', 'empty_like(x)', 'empty_like(x)', 'cos(freqs[i] * x)', 'sin(freqs[i] * x)', 'arctan2(2 * cs, cc - ss) / (2 * freqs[i])', 'cos(freqs[i] * tau)', 'sin(freqs[i] * tau)']"
823,14070,/signal/tests/test_filter_design.py_test_highpass,8,"['angle', 'angle', 'angle', 'angle', 'angle', 'angle', 'angle', 'angle']",[]
824,2861,/optimize/tests/test_isotonic_regression.py_test_non_contiguous_arrays,8,"['arange', 'ones', 'all', 'isfinite', 'all', 'isfinite', 'all', 'isfinite']","['arange(10, dtype=float)', 'ones(10, dtype=float)', 'all(np.isfinite(res.x))', 'all(np.isfinite(res.weights))', 'all(np.isfinite(res.blocks))']"
825,8263,/linalg/_basic.py_pinv,8,"['random.default_rng', 'allclose', 'allclose', 'allclose', 'allclose', 'max', 'finfo', 'sum']","['random.default_rng()', 'allclose(A @ B @ A, A)', 'allclose(B @ A @ B, B)', 'allclose((A @ B).conj().T, A @ B)', 'allclose((B @ A).conj().T, B @ A)', 'max(s)', 'finfo(t).eps if (rtol is None)', 'sum(s > val)']"
826,5089,/interpolate/_bsplines.py___init__,8,"['asarray', 'ascontiguousarray', 'float64', 'moveaxis', 'diff', 'unique', 'isfinite', 'ascontiguousarray']","['asarray(c)', 'ascontiguousarray(t, dtype=np.float64)', 'moveaxis(self.c, axis, 0)', 'diff(self.t) < 0).any()', 'unique(self.t[k:n+1]))', 'isfinite(self.t).all()', 'ascontiguousarray(self.c, dtype=dt)']"
827,2860,/optimize/tests/test_isotonic_regression.py_test_readonly,8,"['arange', 'ones', 'all', 'isfinite', 'all', 'isfinite', 'all', 'isfinite']","['arange(3, dtype=float)', 'ones(3, dtype=float)', 'all(np.isfinite(res.x))', 'all(np.isfinite(res.weights))', 'all(np.isfinite(res.blocks))']"
828,14241,/signal/tests/test_dltisys.py_test_auto,8,"['array', 'pi', 'exp', 'polyval', 'polyval', 'log10', 'rad2deg', 'angle']","['array([0.1, 0.5, 1, np.pi])', 'exp(w * 1j)', 'polyval(system.num, jw) / np.polyval(system.den, jw)', 'log10(abs(y))', 'rad2deg(np.angle(y))']"
829,6625,/special/_orthogonal.py__gen_roots_and_weights,8,"['arange', 'zeros', 'log', 'abs', 'log', 'abs', 'exp', 'exp']","[""arange(n, dtype='d')"", 'zeros((2, n))', 'log(np.abs(fm))', 'log(np.abs(dy))', 'exp((log_fm.max() + log_fm.min()) / 2.)', 'exp((log_dy.max() + log_dy.min()) / 2.)']"
830,13342,/signal/_signaltools.py_convolve,8,"['repeat', 'asarray', 'asarray', 'result_type', 'around', 'isnan', 'isinf', 'convolve']","['repeat([0., 1., 0.], 100)', 'asarray(in1)', 'asarray(in2)', 'result_type(volume, kernel)', 'around(out)', 'isnan(out.flat[0]) or np.isinf(out.flat[0])', 'convolve(volume, kernel, mode)']"
831,5261,/interpolate/tests/test_interpnd.py_test_square_rescale,8,"['array', 'float64', 'array', 'float64', 'broadcast_arrays', 'linspace', 'linspace', 'array']","['array([(0,0), (0,100), (10,100), (10,0)], dtype=np.float64)', 'array([1., 2., -3., 5.], dtype=np.float64)', 'broadcast_arrays(np.linspace(0, 10, 14)', 'linspace(0, 100, 14)[None,:])', 'array([xx, yy]).T.copy()']"
832,14063,/signal/tests/test_filter_design.py_test_highpass,8,"['angle', 'angle', 'angle', 'angle', 'angle', 'angle', 'angle', 'angle']",[]
833,19601,/stats/tests/test_stats.py_test_skew_constant_value,8,"['repeat', 'isnan', 'isnan', 'isnan', 'isnan', 'isnan', 'isnan', 'arange']","['repeat(-0.27829495, 10)', 'isnan(stats.skew(a))', 'isnan(stats.skew(a * float(2**50)))', 'isnan(stats.skew(a / float(2**50)))', 'isnan(stats.skew(a, bias=False))', 'isnan(stats.skew([14.3]*7))', 'isnan(stats.skew(1 + np.arange(-3, 4)*1e-16))']"
834,9470,/spatial/_plotutils.py_voronoi_plot_2d,8,"['random.default_rng', 'ptp', 'asarray', 'all', 'linalg.norm', 'array', 'sign', 'dot']","['random.default_rng()', 'ptp(vor.points, axis=0)', 'asarray(simplex)', 'all(simplex >= 0)', 'linalg.norm(t)', 'array([-t[1], t[0]])', 'sign(np.dot(midpoint - center, n))']"
835,17405,/stats/_stats_py.py_kurtosis,8,"['linspace', 'errstate', 'finfo', 'where', 'nan', 'extract', 'extract', 'place']","['linspace(-5, 5, 100)', ""errstate(all='ignore')"", 'finfo(m2.dtype).resolution * mean.squeeze(axis))**2)', 'where(zero, np.nan, m4 / m2**2.0)', 'extract(can_correct, m2)', 'extract(can_correct, m4)', 'place(vals, can_correct, nval + 3.0)']"
836,14221,/signal/tests/test_dltisys.py_test_dimpulse,8,"['asarray', 'asarray', 'asarray', 'asarray', 'asarray', 'asarray', 'asarray', 'asarray']","['asarray([[0.9, 0.1], [-0.2, 0.9]])', 'asarray([[0.4, 0.1, -0.1], [0.0, 0.05, 0.0]])', 'asarray([[0.1, 0.3]])', 'asarray([[0.0, -0.1, 0.0]])', 'asarray([0.0, 1.0, -1.0])']"
837,13489,/signal/_fir_filter_design.py_firwin,8,"['atleast_1d', 'any', 'diff', 'hstack', 'arange', 'cos', 'pi', 'sum']","['atleast_1d(cutoff) / float(nyq)', 'any(np.diff(cutoff) <= 0)', 'hstack(([0.0] * pass_zero, cutoff, [1.0] * pass_nyquist))', 'arange(0, numtaps)', 'cos(np.pi * m * scale_frequency)', 'sum(h * c)']"
838,14220,/signal/tests/test_dltisys.py_test_dstep,8,"['asarray', 'asarray', 'asarray', 'asarray', 'asarray', 'asarray', 'asarray', 'asarray']","['asarray([[0.9, 0.1], [-0.2, 0.9]])', 'asarray([[0.4, 0.1, -0.1], [0.0, 0.05, 0.0]])', 'asarray([[0.1, 0.3]])', 'asarray([[0.0, -0.1, 0.0]])', 'asarray([0.0, 1.0, 0.0])']"
839,9623,/spatial/transform/tests/test_rotation.py_test_apply_single_rotation_single_point,8,"['array', 'expand_dims', 'array', 'expand_dims', 'array', 'expand_dims', 'array', 'expand_dims']","['expand_dims(mat, axis=0))', 'array([1, 2, 3])', 'expand_dims(v_1d, axis=0)', 'array([-2, 1, 3])', 'expand_dims(v1d_rotated, axis=0)', 'array([2, -1, 3])', 'expand_dims(v1d_inverse, axis=0)']"
840,3911,/io/tests/test_idl.py_test_arrays,8,"['array', 'int16', 'array', 'float32', 'array', 'complex64', 'complex64', 'array']","['array([1, 2, 3], dtype=np.int16))', 'array([4., 5., 6., 7.], dtype=np.float32))', 'array([np.complex64(1+2j), np.complex64(7+8j)]))', 'array([b""cheese"", b""bacon"", b""spam""], dtype=object))']"
841,5074,/interpolate/_rgi.py___call__,8,"['array', 'array', 'meshgrid', 'float64', 'complex128', 'empty', 'any', 'nan']","['array([0, 1, 2]), np.array([1, 3, 7])', ""meshgrid(x, y, indexing='ij', sparse=True))"", 'empty(indices.shape[1], dtype=self.values.dtype)', 'any(nans)']"
842,1871,/optimize/tests/test_optimize.py_hess,8,"['dot', 'log', 'exp', 'exp', 'dot', 'dot', 'diag', 'dot']","['dot(self.F, x)', 'log(sum(np.exp(log_pdot)))', 'exp(log_pdot - logZ)', 'dot(np.diag(p), self.F - np.dot(self.F.T, p)))']"
843,9622,/spatial/transform/tests/test_rotation.py_test_reduction_scalar_calculation,8,"['random.RandomState', 'zeros', 'abs', 'reshape', 'moveaxis', 'argmax', 'reshape', 'zeros']","['random.RandomState(0)', 'zeros((len(l), len(p), len(r)))', 'abs((li * pj * rk).as_quat()[3])', 'reshape(np.moveaxis(scalars, 1, 0), (scalars.shape[1], -1))', 'argmax(np.reshape(scalars, (len(p), -1)), axis=1)', 'zeros(len(p)))']"
844,5854,/interpolate/tests/test_fitpack2.py_test_invalid_input,8,"['linspace', 'linspace', 'linspace', 'linspace', 'linspace', 'linspace', 'linspace', 'linspace']","['linspace(1.0, 10.0)', 'linspace(1.0, 10.0)', 'linspace(1.0, 10.0, num=10)', 'linspace(1.0, 10.0)', 'linspace(1.0, 10.0)', 'linspace(1.0, 10.0)', 'linspace(1.0, 10.0, num=20)', 'linspace(-1.0, 10.0)']"
845,11236,/sparse/_dia.py___init__,8,"['zeros', 'zeros', 'atleast_2d', 'array', 'array', 'atleast_1d', 'asarray', 'unique']","['zeros((0,0), getdtype(dtype, default=float))', 'zeros((0), dtype=idx_dtype)', 'atleast_2d(np.array(arg1[0], dtype=dtype, copy=copy))', 'atleast_1d(offsets)', 'asarray(arg1)', 'unique(self.offsets)) != len(self.offsets)']"
846,19847,/stats/tests/test_stats.py_test_monotonicity,8,"['random.default_rng', 'full', 'linspace', 'full', 'linspace', 'sort', 'all', 'diff']","['random.default_rng(278448169958891062669391462690811630763)', 'full((m, n), rng.random(n))', 'linspace(0.1, 0.9, m)', 'full((n, m), np.linspace(0.1, 0.9, m))', 'sort(rng.uniform(0, 1, size=(m, n)), axis=0)', 'all(np.diff(combined_pvalues) >= 0)']"
847,5153,/interpolate/_interpolate.py_extend,8,"['asarray', 'asarray', 'diff', 'all', 'all', 'zeros', 'r_', 'r_']","['asarray(c)', 'asarray(x)', 'diff(x)', 'all(dx >= 0) or np.all(dx <= 0))', 'zeros((k2, self.c.shape[1] + c.shape[1])']"
848,3119,/optimize/_lsq/common.py_step_size_to_bound,8,"['nonzero', 'empty_like', 'inf', 'errstate', 'maximum', 'min', 'equal', 'sign']","['nonzero(s)', 'empty_like(x)', ""errstate(over='ignore')"", 'maximum((lb - x)', 'min(steps)', 'equal(steps, min_step) * np.sign(s).astype(int)']"
